Avg_Temperature_C,Energy_Consumption_kWh,Household_Size,Peak_Hours_Usage_kWh
17.1,12.409650349650349,3.5244755244755246,5.588951048951049
17.2,12.30756062767475,3.500713266761769,5.543223965763196
17.3,12.486095505617978,3.5112359550561796,5.6212078651685395
17.4,12.258152173913043,3.4592391304347827,5.514538043478261
17.5,12.385734265734264,3.5006993006993006,5.572447552447553
17.6,12.80569230769231,3.6138461538461537,5.752923076923077
17.7,12.884840425531914,3.601063829787234,5.801196808510638
17.8,12.628400597907325,3.530642750373692,5.684454409566517
17.9,12.61399416909621,3.5408163265306123,5.67069970845481
18.0,12.608823529411765,3.541176470588235,5.671323529411764
18.1,12.444037940379404,3.453929539295393,5.574796747967479
18.2,12.827606461086638,3.5873715124816448,5.761380323054332
18.3,12.617448680351906,3.502932551319648,5.665689149560118
18.4,12.13855421686747,3.352409638554217,5.465060240963855
18.5,12.291096979332274,3.414944356120827,5.52972972972973
18.6,12.76973293768546,3.5445103857566767,5.777448071216617
18.7,12.793249607535323,3.5698587127158556,5.75447409733124
18.8,12.55023923444976,3.4768740031897925,5.6550239234449755
18.9,12.500511945392493,3.416382252559727,5.631740614334471
19.0,12.538969404186796,3.426731078904992,5.628502415458938
19.1,13.141483979763912,3.603709949409781,5.895615514333895
19.2,12.784074074074073,3.5314814814814817,5.763148148148148
19.3,12.658333333333333,3.4543650793650795,5.7138888888888895
19.4,12.441254752851712,3.408745247148289,5.589163498098859
19.5,12.420477137176938,3.4174950298210733,5.610536779324056
19.6,13.047619047619047,3.548654244306418,5.851966873706004
19.7,12.925932835820896,3.5223880597014925,5.821641791044776
19.8,13.006711409395972,3.5503355704697985,5.855928411633109
19.9,13.33663967611336,3.6214574898785425,5.996558704453442
20.0,13.395414847161573,3.62882096069869,6.042139737991267
20.1,13.02886075949367,3.541772151898734,5.872911392405063
20.2,13.23628808864266,3.5844875346260388,5.954293628808864
20.3,13.02076923076923,3.517948717948718,5.859230769230769
20.4,12.940350877192984,3.4327485380116958,5.79766081871345
20.5,13.310557184750731,3.5747800586510263,5.981524926686217
20.6,12.732608695652173,3.4528985507246377,5.73876811594203
20.7,13.041016949152542,3.5254237288135593,5.8738983050847455
20.8,13.166323024054984,3.5876288659793816,5.956701030927835
20.9,12.999290780141845,3.50709219858156,5.8482269503546105
21.0,12.99433962264151,3.4716981132075473,5.808301886792453
21.1,12.537918215613383,3.3271375464684017,5.646468401486989
21.2,12.941850220264318,3.4713656387665197,5.851541850220264
21.3,12.429203539823009,3.3053097345132745,5.578761061946903
21.4,13.237560975609755,3.526829268292683,5.974146341463415
21.5,13.059999999999999,3.405128205128205,5.889230769230769
21.6,13.054487179487179,3.532051282051282,5.884615384615385
21.7,12.595477386934673,3.3668341708542715,5.653768844221105
21.8,13.112041884816755,3.4554973821989527,5.907853403141361
21.9,14.23939393939394,3.8,6.376969696969697
22.0,13.02125,3.425,5.88125
22.1,12.862745098039216,3.392156862745098,5.787581699346405
22.2,13.06796875,3.4609375,5.8
22.3,13.927027027027028,3.6216216216216215,6.2990990990991
22.4,12.9,3.361904761904762,5.855238095238095
22.5,14.532954545454546,3.909090909090909,6.521590909090909
22.6,12.892523364485982,3.3738317757009346,5.785046728971962
22.7,13.122093023255815,3.4186046511627906,5.952325581395349
22.8,12.98235294117647,3.5,5.826470588235294
22.9,14.34179104477612,3.8805970149253732,6.508955223880597
23.0,12.82878787878788,3.3333333333333335,5.75909090909091
23.1,14.122727272727273,3.8181818181818183,6.336363636363636
23.2,13.339024390243901,3.4878048780487805,5.9975609756097565
23.3,12.185714285714287,3.204081632653061,5.5285714285714285
23.4,13.486666666666666,3.5555555555555554,6.031111111111111
23.5,13.372499999999999,3.425,6.0125
23.6,12.973333333333333,3.466666666666667,5.776666666666667
23.7,12.196774193548388,3.225806451612903,5.490322580645161
23.8,13.09189189189189,3.4054054054054053,5.883783783783784
23.9,14.163157894736843,3.736842105263158,6.536842105263158
24.0,11.508333333333333,2.9166666666666665,5.325
24.1,13.98709677419355,3.6774193548387095,6.27741935483871
24.2,13.716666666666667,3.3333333333333335,6.033333333333333
24.3,15.47777777777778,3.7777777777777777,6.588888888888889
24.4,14.85,3.8333333333333335,6.591666666666666
24.5,16.216666666666665,4.083333333333333,7.291666666666667
24.6,15.666666666666666,4.111111111111111,6.944444444444445
24.7,11.863636363636363,3.090909090909091,5.2727272727272725
24.8,10.633333333333333,2.6666666666666665,4.633333333333334
24.9,18.55,5.0,8.033333333333333
25.0,13.079411764705881,3.323529411764706,5.855882352941176
